trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.67780808845784,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.99501247919268232}",25,0,-103.66010221078518,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.99004983374916811}",30,0,-218.29832583302542,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.98511193960306265}",25,0,-271.4252031264515,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 6}",0
5,False,"{'a': 0.5, 'e': 0.98019867330675525}",20,0,-139.0417540252313,"{0: 8, 1: 1, 2: 10, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.97530991202833262}",20,0,-118.49650409702376,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.97044553354850815}",20,0,-85.89178091925231,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.96560541625756646}",20,0,-104.75235931853237,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.96078943915232318}",20,0,-80.64229244590008,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.95599748183309996}",20,0,-79.65115504823625,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.95122942450071402}",25,0,-196.92343731245006,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
12,False,"{'a': 0.5, 'e': 0.94648514795348382}",25,7,-86.14652691682168,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.94176453358424872}",30,0,-34.83568645096469,"{0: 24, 1: 3, 2: 1, 3: 2, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.93706746337740343}",25,0,-88.67596542518041,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.93239381990594827}",30,0,-89.54603421234171,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.92774348632855286}",20,0,-49.67885768029253,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.92311634638663576}",25,0,-80.15661957261511,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.91851228440145738}",30,0,-167.010156366734,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.91393118527122819}",20,0,-127.83405526198192,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.90937293446823142}",25,0,-253.14287166530275,"{0: 12, 1: 0, 2: 7, 3: 2, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.90483741803595952}",30,0,-190.51431175419492,"{0: 19, 1: 0, 2: 6, 3: 2, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.90032452258626561}",20,0,-22.120147756378344,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.89583413529652822}",30,2,-81.16129138674964,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.89136614390683133}",25,0,-187.21260061639703,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.88692043671715748}",35,0,-209.52465256794548,"{0: 21, 1: 3, 2: 6, 3: 2, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.88249690258459546}",25,0,-165.72957681513404,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.8780954309205613}",25,0,-146.69560455369842,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.87371591168803442}",25,0,-14.709824345530773,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.86935823539880586}",30,5,-52.35378315815217,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.8650222931107413}",20,0,-40.60993968596379,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.86070797642505781}",25,7,-82.83740497889187,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.85641517748361351}",20,0,-76.27562990314283,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.85214378896621135}",20,0,-133.4082984202351,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
34,False,"{'a': 0.5, 'e': 0.84789370408791587}",20,0,-49.03931528981875,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.8436648165963837}",35,0,-328.3258755437476,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 7}",0
36,False,"{'a': 0.5, 'e': 0.83945702076920736}",30,8,-60.27259626048334,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
37,False,"{'a': 0.5, 'e': 0.835270211411272}",20,8,-27.78034912738379,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.83110428385212565}",25,0,-51.57501797588763,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.82695913394336229}",20,0,-21.344626455634057,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.82283465805601841}",20,0,-78.72009919739635,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.81873075307798182}",20,0,-129.99954260173857,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.81464731641141452}",25,0,-120.81884075904699,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.81058424597018708}",35,9,-161.90421731371356,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 3}",1
44,False,"{'a': 0.5, 'e': 0.80654144017732687}",25,0,-16.887463412282894,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.80251879796247849}",30,0,-119.97967133178922,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.79851621875937706}",30,7,-83.60181295819405,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.79453360250333405}",25,14,-89.04142367710803,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
48,False,"{'a': 0.5, 'e': 0.79057084962873558}",25,0,-85.28911160371572,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.78662786106655347}",20,0,-83.19863616981071,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.78270453824186814}",20,11,-29.928682706879165,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.77880078307140488}",20,0,-66.03614233768033,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.77491649796108097}",30,5,-168.66786079198107,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",1
53,False,"{'a': 0.5, 'e': 0.77105158580356625}",25,0,-133.28165925763207,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.76720594997585567}",25,0,-150.9389889441835,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.76337949433685315}",20,12,3.3641188931048065,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.75957212322496848}",35,12,-163.93632153303233,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 3}",1
57,False,"{'a': 0.5, 'e': 0.75578374145572547}",25,0,-172.64428730710102,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.75201425431938262}",20,6,-17.994164211662856,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.74826356757856527}",20,0,-116.4632549767387,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.74453158746590942}",25,11,-105.39694730077453,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
61,False,"{'a': 0.5, 'e': 0.74081822068171788}",25,0,-125.90824914998032,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.73712337439162778}",25,12,-50.87549932351174,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.73344695622428924}",20,0,-135.02296286262307,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.72978887426905681}",20,0,-39.49849506908849,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.72614903707369094}",30,11,-126.8503369015261,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.72252735364207221}",20,0,-14.237081819399044,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.71892373343192617}",35,0,-162.80095047641214,"{0: 19, 1: 4, 2: 9, 3: 2, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.71533808635255991}",20,0,-92.10782563078837,"{0: 13, 1: 0, 2: 3, 3: 4, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.71177032276260965}",25,16,-18.909421753300844,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.70822035346779999}",20,16,6.012087792328046,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.70468808971871344}",25,18,-3.445282759629747,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.70117344320857244}",20,0,-118.71545537254788,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.69767632607103103}",25,0,-214.73715211962997,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
74,False,"{'a': 0.5, 'e': 0.69419665087797888}",20,0,-65.79387182535582,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.69073433063735468}",25,0,-192.5148599592259,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
76,False,"{'a': 0.5, 'e': 0.68728927879097224}",20,12,-7.867888657552605,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.68386140921235583}",20,0,-14.835171889421808,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.68045063620458768}",25,19,-0.1780950230339724,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.67705687449816465}",30,6,-162.83591614622307,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 3}",1
80,False,"{'a': 0.5, 'e': 0.67368003924886766}",25,1,-69.134674556532,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.67032004603563933}",25,0,-55.769158349027784,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.66697681085847438}",25,0,-122.14119821043907,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,6,2.5906298787255126,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.66034028070498285}",25,0,-16.932813649774552,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.65704681981505675}",25,2,10.236871823128439,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.65376978512984729}",30,0,-94.89900506283564,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.65050909472331653}",30,0,-132.16465324945653,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.64726466707803465}",30,24,11.637238221154377,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.64403642108314141}",30,0,-46.71825155779662,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.64082427603231873}",25,0,-87.74919525735139,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.63762815162177333}",20,0,-40.94061235019022,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.63444796794822822}",20,0,-81.76618415478467,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.63128364550692595}",20,0,-8.478043293782763,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.62813510518964077}",25,0,-66.79225592287331,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.62500226828270078}",30,0,-75.5242489575451,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.62188505646502001}",25,0,-163.9831467403289,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.61878339180614084}",20,4,-66.54293872374589,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.61569719676428514}",35,0,-21.97458788219668,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.61262639418441611}",20,0,-19.8043355040437,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.60957090729630925}",30,0,-69.04441891624666,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.60653065971263342}",20,5,-74.5947073111948,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.60350557542704053}",20,10,6.233130276604539,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.6004955788122659}",20,0,-43.63916558628388,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.59750059461823746}",25,5,11.335171321632084,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.59452054797019438}",25,0,-58.04188495934553,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.59155536436681511}",20,0,-31.11551479168544,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.58860496967835518}",20,0,-112.16966496166954,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.58566929014479374}",25,1,-54.93421681886997,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.58274825237398964}",20,0,-36.3521017238459,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.57984178333984637}",25,0,-26.92095690387983,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.57694981038048665}",25,3,-14.52915301854132,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.57407226119643595}",20,0,-97.82915441588074,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.57120906384881487}",20,0,-27.901612496255115,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.56836014675754043}",25,0,-4.3669208761335305,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.56552543869953709}",25,7,1.8602815437494806,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.56270486880695569}",30,0,-73.1670087237806,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.55989836656540204}",25,0,-0.8783824658766746,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.55710586181217392}",25,0,-31.957707979946612,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,5,1.059904657596122,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.55156256586782981}",30,20,-84.22383499650765,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.5488116360940265}",25,0,21.027154098942027,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.5460744266397094}",25,6,-86.70780107316082,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
123,False,"{'a': 0.5, 'e': 0.54335086907449981}",20,0,-55.88078195160033,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.54064089530931658}",20,11,-18.6072391502454,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.53794443759467447}",20,6,25.98375276401352,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.53526142851899028}",25,6,-43.38835261008182,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.53259180100689718}",20,0,-59.49819063861263,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.52993548831756854}",25,0,-70.24764953877563,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.52729242404304855}",30,12,-39.07067998916749,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.52466254210659291}",25,2,-22.24276257429421,"{0: 19, 1: 2, 2: 0, 3: 2, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.52204577676101604}",25,16,0.6509489216467226,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.51944206258704817}",20,10,-31.539586071506616,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.51685133449169918}",30,15,-52.0754109768009,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.51427352770663193}",20,0,-1.2670472837703488,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.51170857778654244}",20,0,-23.159014539090347,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.50915642060754918}",20,8,-33.844753981003585,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.50661699236558955}",25,3,-62.092253405287806,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
138,False,"{'a': 0.5, 'e': 0.50409022957482552}",20,0,-14.128481154080342,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.50157606906605545}",25,0,-26.26698369411892,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.49907444798513595}",25,0,-98.04474005600915,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,0,-51.477947832671546,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.49410857425614169}",20,12,-8.436344440018082,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,2,-27.735328041188485,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.48919211179633154}",25,16,16.48325511037904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.48675225595997168}",20,0,-15.358610327436065,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.48432456895536247}",25,0,-36.31721533113488,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,2,-32.23511918896962,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.47950545897489411}",20,9,-10.047101888221414,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.47711391552103438}",20,0,-11.115969117486015,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.4747342999399124}",20,15,7.894468535048218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.47236655274101469}",25,13,-2.0162469918662658,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.47001061473053796}",20,11,16.999247695575075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.46766642700990924}",35,0,-55.838610257728426,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.46533393097431341}",30,12,-83.42440902106254,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
